HYDRON_NUMBER,STATION.NUMBER,TYPE,SOURCE.VARIABLE,OUTPUT.VARIABLE,DATE,TIME,NAVD88,QUALITY.CODE,SOURCE,QUALITY.DESCRIPTION,SHORT_NAME,LONG_NAME,COUNTY,STATION_TYPE,DATA_TYPE,GROUND_WATER_TYPE,LATITUDE,LONGITUDE,LAYER,dist_to_coast_m,dist_to_coast_km,irma_lon,irma_lat,dist_to_irma_km,min_dist_to_irma_km,change,baseline,NAVD88CFB,NAVD88PCFB
510200,510200,NA,227.1,227,2017-08-27,00:00:00,9.23,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,NA,NA,NA,150.1353757984401,7.629999999999999,9.23,0,0
510200,510200,NA,227.1,227,2017-08-28,00:00:00,10.7,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,NA,NA,NA,150.1353757984401,7.629999999999999,9.23,1.4699999999999989,15.926327193932815
510200,510200,NA,227.1,227,2017-08-29,00:00:00,13.81,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,NA,NA,NA,150.1353757984401,7.629999999999999,9.23,4.58,49.62080173347779
510200,510200,NA,227.1,227,2017-08-30,00:00:00,13.78,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,-26.9,16.1,5670.004085531986,150.1353757984401,7.629999999999999,9.23,4.549999999999999,49.295774647887306
510200,510200,NA,227.1,227,2017-08-31,00:00:00,13.7,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,-31.7,16.3,5188.975721483865,150.1353757984401,7.629999999999999,9.23,4.469999999999999,48.4290357529794
510200,510200,NA,227.1,227,2017-09-01,00:00:00,13.68,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,-35.1,17.5,4800.408938072833,150.1353757984401,7.629999999999999,9.23,4.449999999999999,48.212351029252424
510200,510200,NA,227.1,227,2017-09-02,00:00:00,13.7,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,-39.7,19.1,4279.686784363622,150.1353757984401,7.629999999999999,9.23,4.469999999999999,48.4290357529794
510200,510200,NA,227.1,227,2017-09-03,00:00:00,13.71,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,-45.5,18.5,3738.0035420400222,150.1353757984401,7.629999999999999,9.23,4.48,48.5373781148429
510200,510200,NA,227.1,227,2017-09-04,00:00:00,13.69,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,-50.4,17.3,3321.047571098884,150.1353757984401,7.629999999999999,9.23,4.459999999999999,48.32069339111592
510200,510200,NA,227.1,227,2017-09-05,00:00:00,13.7,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,-55.1,16.6,2914.274035598578,150.1353757984401,7.629999999999999,9.23,4.469999999999999,48.4290357529794
510200,510200,NA,227.1,227,2017-09-06,00:00:00,13.72,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,-60.6,17.3,2371.1570676477436,150.1353757984401,7.629999999999999,9.23,4.49,48.645720476706394
510200,510200,NA,227.1,227,2017-09-07,00:00:00,13.81,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,-66.2,19.2,1761.032951857384,150.1353757984401,7.629999999999999,9.23,4.58,49.62080173347779
510200,510200,NA,227.1,227,2017-09-08,00:00:00,13.84,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,-71.8,21.1,1169.6860558751293,150.1353757984401,7.629999999999999,9.23,4.609999999999999,49.94582881906825
510200,510200,NA,227.1,227,2017-09-09,00:00:00,13.95,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,-77.2,22.1,726.3128636301575,150.1353757984401,7.629999999999999,9.23,4.719999999999999,51.13759479956662
510200,510200,NA,227.1,227,2017-09-10,00:00:00,15.37,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,-80.9,23.4,491.0323105065851,150.1353757984401,7.629999999999999,9.23,6.139999999999999,66.522210184182
510200,510200,NA,227.1,227,2017-09-11,00:00:00,16.86,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,-81.7,26.8,150.1353757984401,150.1353757984401,7.629999999999999,9.23,7.629999999999999,82.6652221018418
510200,510200,NA,227.1,227,2017-09-12,00:00:00,16.41,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,-84.4,31.9,575.8216509292154,150.1353757984401,7.629999999999999,9.23,7.18,77.78981581798483
510200,510200,NA,227.1,227,2017-09-13,00:00:00,13.74,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,-88.9,35.6,1159.428853162295,150.1353757984401,7.629999999999999,9.23,4.51,48.862405200433365
510200,510200,NA,227.1,227,2017-09-14,00:00:00,13.77,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,NA,NA,NA,150.1353757984401,7.629999999999999,9.23,4.539999999999999,49.18743228602382
510200,510200,NA,227.1,227,2017-09-15,00:00:00,13.53,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,NA,NA,NA,150.1353757984401,7.629999999999999,9.23,4.299999999999999,46.587215601300095
510200,510200,NA,227.1,227,2017-09-16,00:00:00,14.58,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,NA,NA,NA,150.1353757984401,7.629999999999999,9.23,5.35,57.9631635969664
510200,510200,NA,227.1,227,2017-09-17,00:00:00,14.04,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,NA,NA,NA,150.1353757984401,7.629999999999999,9.23,4.809999999999999,52.11267605633802
510200,510200,NA,227.1,227,2017-09-18,00:00:00,12.81,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,NA,NA,NA,150.1353757984401,7.629999999999999,9.23,3.58,38.78656554712892
510200,510200,NA,227.1,227,2017-09-19,00:00:00,14.53,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,NA,NA,NA,150.1353757984401,7.629999999999999,9.23,5.299999999999999,57.421451787648955
510200,510200,NA,227.1,227,2017-09-20,00:00:00,15.1,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,NA,NA,NA,150.1353757984401,7.629999999999999,9.23,5.869999999999999,63.596966413867804
510200,510200,NA,227.1,227,2017-09-21,00:00:00,14.42,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,NA,NA,NA,150.1353757984401,7.629999999999999,9.23,5.1899999999999995,56.22968580715059
510200,510200,NA,227.1,227,2017-09-22,00:00:00,14.19,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,NA,NA,NA,150.1353757984401,7.629999999999999,9.23,4.959999999999999,53.73781148429034
510200,510200,NA,227.1,227,2017-09-23,00:00:00,13.59,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,NA,NA,NA,150.1353757984401,7.629999999999999,9.23,4.359999999999999,47.237269772481035
510200,510200,NA,227.1,227,2017-09-24,00:00:00,13.88,1,01A,Good quality records,S96L,S-96 Lower at Fellsmere (WL),Brevard,Surface Water,Water Level (WL),NA,27.823749,-80.707068,Surface Water,22060.027831145126,22.06,NA,NA,NA,150.1353757984401,7.629999999999999,9.23,4.65,50.37919826652221
530220,530220,NA,227.1,227,2017-08-27,00:00:00,40.4,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,NA,NA,NA,124.96421675334479,4.219999999999999,40.4,0,0
530220,530220,NA,227.1,227,2017-08-28,00:00:00,40.48,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,NA,NA,NA,124.96421675334479,4.219999999999999,40.4,0.0799999999999983,0.1980198019801938
530220,530220,NA,227.1,227,2017-08-29,00:00:00,40.53,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,NA,NA,NA,124.96421675334479,4.219999999999999,40.4,0.13000000000000256,0.3217821782178281
530220,530220,NA,227.1,227,2017-08-30,00:00:00,40.53,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,-26.9,16.1,5692.821652548736,124.96421675334479,4.219999999999999,40.4,0.13000000000000256,0.3217821782178281
530220,530220,NA,227.1,227,2017-08-31,00:00:00,40.47,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,-31.7,16.3,5213.93937789256,124.96421675334479,4.219999999999999,40.4,0.07000000000000028,0.17326732673267398
530220,530220,NA,227.1,227,2017-09-01,00:00:00,40.39,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,-35.1,17.5,4825.784421860088,124.96421675334479,4.219999999999999,40.4,-0.00999999999999801,-0.02475247524751983
530220,530220,NA,227.1,227,2017-09-02,00:00:00,40.36,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,-39.7,19.1,4305.50567657643,124.96421675334479,4.219999999999999,40.4,-0.03999999999999915,-0.0990099009900969
530220,530220,NA,227.1,227,2017-09-03,00:00:00,40.37,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,-45.5,18.5,3768.008658616267,124.96421675334479,4.219999999999999,40.4,-0.030000000000001137,-0.07425742574257707
530220,530220,NA,227.1,227,2017-09-04,00:00:00,40.41,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,-50.4,17.3,3356.1880589912726,124.96421675334479,4.219999999999999,40.4,0.00999999999999801,0.02475247524751983
530220,530220,NA,227.1,227,2017-09-05,00:00:00,40.49,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,-55.1,16.6,2954.335790256748,124.96421675334479,4.219999999999999,40.4,0.09000000000000341,0.2227722772277312
530220,530220,NA,227.1,227,2017-09-06,00:00:00,40.44,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,-60.6,17.3,2415.5600495922217,124.96421675334479,4.219999999999999,40.4,0.03999999999999915,0.0990099009900969
530220,530220,NA,227.1,227,2017-09-07,00:00:00,40.14,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,-66.2,19.2,1808.9177693440522,124.96421675334479,4.219999999999999,40.4,-0.259999999999998,-0.6435643564356387
530220,530220,NA,227.1,227,2017-09-08,00:00:00,39.87,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,-71.8,21.1,1222.604714349695,124.96421675334479,4.219999999999999,40.4,-0.5300000000000011,-1.3118811881188148
530220,530220,NA,227.1,227,2017-09-09,00:00:00,39.74,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,-77.2,22.1,787.1656372716448,124.96421675334479,4.219999999999999,40.4,-0.6599999999999966,-1.6336633663366253
530220,530220,NA,227.1,227,2017-09-10,00:00:00,40.17,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,-80.9,23.4,548.0359240211448,124.96421675334479,4.219999999999999,40.4,-0.22999999999999687,-0.5693069306930616
530220,530220,NA,227.1,227,2017-09-11,00:00:00,43.32,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,-81.7,26.8,186.97836749284912,124.96421675334479,4.219999999999999,40.4,2.9200000000000017,7.227722772277232
530220,530220,NA,227.1,227,2017-09-12,00:00:00,43.96,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,-84.4,31.9,517.0369852799256,124.96421675334479,4.219999999999999,40.4,3.5600000000000023,8.811881188118818
530220,530220,NA,227.1,227,2017-09-13,00:00:00,43.79,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,-88.9,35.6,1101.448894706082,124.96421675334479,4.219999999999999,40.4,3.3900000000000006,8.391089108910894
530220,530220,NA,227.1,227,2017-09-14,00:00:00,43.45,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,NA,NA,NA,124.96421675334479,4.219999999999999,40.4,3.0500000000000043,7.54950495049506
530220,530220,NA,227.1,227,2017-09-15,00:00:00,43.33,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,NA,NA,NA,124.96421675334479,4.219999999999999,40.4,2.9299999999999997,7.252475247524752
530220,530220,NA,227.1,227,2017-09-16,00:00:00,43.27,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,NA,NA,NA,124.96421675334479,4.219999999999999,40.4,2.8700000000000045,7.103960396039616
530220,530220,NA,227.1,227,2017-09-17,00:00:00,43.11,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,NA,NA,NA,124.96421675334479,4.219999999999999,40.4,2.710000000000001,6.70792079207921
530220,530220,NA,227.1,227,2017-09-18,00:00:00,42.89,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,NA,NA,NA,124.96421675334479,4.219999999999999,40.4,2.490000000000002,6.163366336633668
530220,530220,NA,227.1,227,2017-09-19,00:00:00,42.66,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,NA,NA,NA,124.96421675334479,4.219999999999999,40.4,2.259999999999998,5.594059405940589
530220,530220,NA,227.1,227,2017-09-20,00:00:00,42.42,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,NA,NA,NA,124.96421675334479,4.219999999999999,40.4,2.020000000000003,5.000000000000008
530220,530220,NA,227.1,227,2017-09-21,00:00:00,42.15,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,NA,NA,NA,124.96421675334479,4.219999999999999,40.4,1.75,4.331683168316832
530220,530220,NA,227.1,227,2017-09-22,00:00:00,41.87,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,NA,NA,NA,124.96421675334479,4.219999999999999,40.4,1.4699999999999989,3.6386138613861356
530220,530220,NA,227.1,227,2017-09-23,00:00:00,41.6,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,NA,NA,NA,124.96421675334479,4.219999999999999,40.4,1.2000000000000028,2.9702970297029774
530220,530220,NA,227.1,227,2017-09-24,00:00:00,41.35,1,01A,Good quality records,S164U,S-164 Upper at Cocoa (WL),Osceola,Surface Water,Water Level (WL),NA,28.340378,-80.933642,Surface Water,19388.252974342086,19.39,NA,NA,NA,124.96421675334479,4.219999999999999,40.4,0.9500000000000028,2.3514851485148585
600280,600280,NA,227.1,227,2017-08-27,00:00:00,23.12,2,01A,Good quality edited data,S161AU,Jane Green Creek at S-161A Upper/West at Deer Park (WL),Osceola,Surface Water,Water Level (WL),NA,28.083349,-80.910867,Surface Water,28451.339692171387,28.45,NA,NA,NA,127.02932544461142,11.479999999999997,23.12,0,0
600280,600280,NA,227.1,227,2017-08-28,00:00:00,23.13,2,01A,Good quality edited data,S161AU,Jane Green Creek at S-161A Upper/West at Deer Park (WL),Osceola,Surface Water,Water Level (WL),NA,28.083349,-80.910867,Surface Water,28451.339692171387,28.45,NA,NA,NA,127.02932544461142,11.479999999999997,23.12,0.00999999999999801,0.043252595155700735
600280,600280,NA,227.1,227,2017-08-29,00:00:00,23.15,2,01A,Good quality edited data,S161AU,Jane Green Creek at S-161A Upper/West at Deer Park (WL),Osceola,Surface Water,Water Level (WL),NA,28.083349,-80.910867,Surface Water,28451.339692171387,28.45,NA,NA,NA,127.02932544461142,11.479999999999997,23.12,0.029999999999997584,0.12975778546711758
600280,600280,NA,227.1,227,2017-08-30,00:00:00,23.12,2,01A,Good quality edited data,S161AU,Jane Green Creek at S-161A Upper/West at Deer Park (WL),Osceola,Surface Water,Water Level (WL),NA,28.083349,-80.910867,Surface Water,28451.339692171387,28.45,-26.9,16.1,5690.24558584313,127.02932544461142,11.479999999999997,23.12,0,0
600280,600280,NA,227.1,227,2017-08-31,00:00:00,23.08,2,01A,Good quality edited data,S161AU,Jane Green Creek at S-161A Upper/West at Deer Park (WL),Osceola,Surface Water,Water Level (WL),NA,28.083349,-80.910867,Surface Water,28451.339692171387,28.45,-31.7,16.3,5210.281548741328,127.02932544461142,11.479999999999997,23.12,-0.0400000000000027,-0.17301038062284904
600280,600280,NA,227.1,227,2017-09-01,00:00:00,23.04,2,01A,Good quality edited data,S161AU,Jane Green Creek at S-161A Upper/West at Deer Park (WL),Osceola,Surface Water,Water Level (WL),NA,28.083349,-80.910867,Surface Water,28451.339692171387,28.45,-35.1,17.5,4821.912730302443,127.02932544461142,11.479999999999997,23.12,-0.08000000000000185,-0.3460207612456827
600280,600280,NA,227.1,227,2017-09-02,00:00:00,23.01,2,01A,Good quality edited data,S161AU,Jane Green Creek at S-161A Upper/West at Deer Park (WL),Osceola,Surface Water,Water Level (WL),NA,28.083349,-80.910867,Surface Water,28451.339692171387,28.45,-39.7,19.1,4301.399967858528,127.02932544461142,11.479999999999997,23.12,-0.10999999999999943,-0.47577854671280023
600280,600280,NA,227.1,227,2017-09-03,00:00:00,23,2,01A,Good quality edited data,S161AU,Jane Green Creek at S-161A Upper/West at Deer Park (WL),Osceola,Surface Water,Water Level (WL),NA,28.083349,-80.910867,Surface Water,28451.339692171387,28.45,-45.5,18.5,3761.7463518749496,127.02932544461142,11.479999999999997,23.12,-0.120000000000001,-0.5190311418685164
600280,600280,NA,227.1,227,2017-09-04,00:00:00,23.03,2,01A,Good quality edited data,S161AU,Jane Green Creek at S-161A Upper/West at Deer Park (WL),Osceola,Surface Water,Water Level (WL),NA,28.083349,-80.910867,Surface Water,28451.339692171387,28.45,-50.4,17.3,3347.2078998114084,127.02932544461142,11.479999999999997,23.12,-0.08999999999999986,-0.38927335640138344
600280,600280,NA,227.1,227,2017-09-05,00:00:00,23.11,2,01A,Good quality edited data,S161AU,Jane Green Creek at S-161A Upper/West at Deer Park (WL),Osceola,Surface Water,Water Level (WL),NA,28.083349,-80.910867,Surface Water,28451.339692171387,28.45,-55.1,16.6,2942.6554302832933,127.02932544461142,11.479999999999997,23.12,-0.010000000000001563,-0.043252595155716105
600280,600280,NA,227.1,227,2017-09-06,00:00:00,23.22,2,01A,Good quality edited data,S161AU,Jane Green Creek at S-161A Upper/West at Deer Park (WL),Osceola,Surface Water,Water Level (WL),NA,28.083349,-80.910867,Surface Water,28451.339692171387,28.45,-60.6,17.3,2401.393938541123,127.02932544461142,11.479999999999997,23.12,0.09999999999999787,0.4325259515570842
600280,600280,NA,227.1,227,2017-09-07,00:00:00,23.25,2,01A,Good quality edited data,S161AU,Jane Green Creek at S-161A Upper/West at Deer Park (WL),Osceola,Surface Water,Water Level (WL),NA,28.083349,-80.910867,Surface Water,28451.339692171387,28.45,-66.2,19.2,1792.6620869995124,127.02932544461142,11.479999999999997,23.12,0.129999999999999,0.5622837370242172
600280,600280,NA,227.1,227,2017-09-08,00:00:00,23.25,2,01A,Good quality edited data,S161AU,Jane Green Creek at S-161A Upper/West at Deer Park (WL),Osceola,Surface Water,Water Level (WL),NA,28.083349,-80.910867,Surface Water,28451.339692171387,28.45,-71.8,21.1,1203.14205453561,127.02932544461142,11.479999999999997,23.12,0.129999999999999,0.5622837370242172
600280,600280,NA,227.1,227,2017-09-09,00:00:00,23.31,2,01A,Good quality edited data,S161AU,Jane Green Creek at S-161A Upper/West at Deer Park (WL),Osceola,Surface Water,Water Level (WL),NA,28.083349,-80.910867,Surface Water,28451.339692171387,28.45,-77.2,22.1,761.2924131808389,127.02932544461142,11.479999999999997,23.12,0.18999999999999773,0.8217993079584677
600280,600280,NA,227.1,227,2017-09-10,00:00:00,24.26,2,01A,Good quality edited data,S161AU,Jane Green Creek at S-161A Upper/West at Deer Park (WL),Osceola,Surface Water,Water Level (WL),NA,28.083349,-80.910867,Surface Water,28451.339692171387,28.45,-80.9,23.4,519.4819542388166,127.02932544461142,11.479999999999997,23.12,1.1400000000000006,4.930795847750867
600280,600280,NA,227.1,227,2017-09-11,00:00:00,29.92,2,01A,Good quality edited data,S161AU,Jane Green Creek at S-161A Upper/West at Deer Park (WL),Osceola,Surface Water,Water Level (WL),NA,28.083349,-80.910867,Surface Water,28451.339692171387,28.45,-81.7,26.8,162.3846400046764,127.02932544461142,11.479999999999997,23.12,6.800000000000001,29.411764705882355
600280,600280,NA,227.1,227,2017-09-12,00:00:00,33.32,2,01A,Good quality edited data,S161AU,Jane Green Creek at S-161A Upper/West at Deer Park (WL),Osceola,Surface Water,Water Level (WL),NA,28.083349,-80.910867,Surface Water,28451.339692171387,28.45,-84.4,31.9,540.7667955143272,127.02932544461142,11.479999999999997,23.12,10.2,44.11764705882352
600280,600280,NA,227.1,227,2017-09-13,00:00:00,34.2,1,01A,Good quality records,S161AU,Jane Green Creek at S-161A Upper/West at Deer Park (WL),Osceola,Surface Water,Water Level (WL),NA,28.083349,-80.910867,Surface Water,28451.339692171387,28.45,-88.9,35.6,1124.4969988376124,127.02932544461142,11.479999999999997,23.12,11.080000000000002,47.92387543252596
600280,600280,NA,227.1,227,2017-09-14,00:00:00,34.46,1,01A,Good quality records,S161AU,Jane Green Creek at S-161A Upper/West at Deer Park (WL),Osceola,Surface Water,Water Level (WL),NA,28.083349,-80.910867,Surface Water,28451.339692171387,28.45,NA,NA,NA,127.02932544461142,11.479999999999997,23.12,11.34,49.048442906574394
600280,600280,NA,227.1,227,2017-09-15,00:00:00,34.48,1,01A,Good quality records,S161AU,Jane Green Creek at S-161A Upper/West at Deer Park (WL),Osceola,Surface Water,Water Level (WL),NA,28.083349,-80.910867,Surface Water,28451.339692171387,28.45,NA,NA,NA,127.02932544461142,11.479999999999997,23.12,11.359999999999996,49.13494809688579
600280,600280,NA,227.1,227,2017-09-16,00:00:00,34.42,1,01A,Good quality records,S161AU,Jane Green Creek at S-161A Upper/West at Deer Park (WL),Osceola,Surface Water,Water Level (WL),NA,28.083349,-80.910867,Surface Water,28451.339692171387,28.45,NA,NA,NA,127.02932544461142,11.479999999999997,23.12,11.3,48.87543252595156
600280,600280,NA,227.1,227,2017-09-17,00:00:00,34.19,1,01A,Good quality records,S161AU,Jane Green Creek at S-161A Upper/West at Deer Park (WL),Osceola,Surface Water,Water Level (WL),NA,28.083349,-80.910867,Surface Water,28451.339692171387,28.45,NA,NA,NA,127.02932544461142,11.479999999999997,23.12,11.069999999999997,47.880622837370225
600280,600280,NA,227.1,227,2017-09-18,00:00:00,33.82,1,01A,Good quality records,S161AU,Jane Green Creek at S-161A Upper/West at Deer Park (WL),Osceola,Surface Water,Water Level (WL),NA,28.083349,-80.910867,Surface Water,28451.339692171387,28.45,NA,NA,NA,127.02932544461142,11.479999999999997,23.12,10.7,46.28027681660899
