Class,Importer,Exporter,Total_Quantity,N_Records
Cephalopoda,US,FJ,25,1
Cephalopoda,FR,FR,8,2
Cephalopoda,JP,FR,10,2
Cephalopoda,MC,FR,8,2
Cephalopoda,JP,PW,10,1
Dipneusti,CZ,AU,4,2
Dipneusti,DE,AU,12,2
Dipneusti,GB,AU,5,1
Dipneusti,HK,AU,468,15
Dipneusti,JP,AU,1208,27
Dipneusti,KR,AU,321,13
Dipneusti,MY,AU,30,4
Dipneusti,PL,AU,5,1
Dipneusti,SG,AU,34,4
Dipneusti,TW,AU,175,6
Dipneusti,US,AU,135,8
Dipneusti,CH,DE,10,4
Dipneusti,MY,JP,10,1
Dipneusti,TW,JP,55,4
Dipneusti,FR,SG,4,2
Dipneusti,PH,SG,4,1
Dipneusti,MY,TW,8,1
Elasmobranchii,AE,AU,12,4
Elasmobranchii,CN,AU,42,14
Elasmobranchii,FR,AU,27,3
Elasmobranchii,SA,AU,65,2
Elasmobranchii,TH,AU,2,2
Elasmobranchii,US,AU,4,2
Elasmobranchii,GH,BJ,18,1
Elasmobranchii,CN,BR,20,1
Elasmobranchii,CZ,BR,3,1
Elasmobranchii,DE,BR,685,12
Elasmobranchii,JP,BR,32,1
Elasmobranchii,NO,BR,12,1
Elasmobranchii,SG,BR,20,2
Elasmobranchii,US,BR,6106,7
Elasmobranchii,US,CA,17,9
Elasmobranchii,DE,CH,2,2
Elasmobranchii,FR,CH,10,2
Elasmobranchii,PL,CH,2,2
Elasmobranchii,US,CN,163,10
Elasmobranchii,AT,CO,17,4
Elasmobranchii,BG,CO,6,1
Elasmobranchii,CA,CO,213,11
Elasmobranchii,CL,CO,88,14
Elasmobranchii,CN,CO,123,4
Elasmobranchii,CR,CO,624,17
Elasmobranchii,CY,CO,20,3
Elasmobranchii,DE,CO,155,9
Elasmobranchii,ES,CO,34,6
Elasmobranchii,GB,CO,16,3
Elasmobranchii,GT,CO,66,8
Elasmobranchii,HK,CO,554,13
Elasmobranchii,HN,CO,15,2
Elasmobranchii,ID,CO,24,2
Elasmobranchii,IL,CO,4,1
Elasmobranchii,IT,CO,4,1
Elasmobranchii,JO,CO,4,1
Elasmobranchii,JP,CO,580,32
Elasmobranchii,MX,CO,1469,40
Elasmobranchii,MY,CO,4,1
Elasmobranchii,NL,CO,299,20
Elasmobranchii,NO,CO,84,9
Elasmobranchii,PL,CO,40,7
Elasmobranchii,PT,CO,26,4
Elasmobranchii,SE,CO,5,1
Elasmobranchii,SG,CO,45,2
Elasmobranchii,SV,CO,3,1
Elasmobranchii,TH,CO,96,3
Elasmobranchii,TT,CO,60,4
Elasmobranchii,US,CO,3557,150
Elasmobranchii,VN,CO,11,1
Elasmobranchii,CH,DE,6,2
Elasmobranchii,MA,FR,5,5
Elasmobranchii,IS,GB,2,1
Elasmobranchii,AE,ID,7,6
Elasmobranchii,DE,ID,87,3
Elasmobranchii,GB,ID,97,8
Elasmobranchii,KH,ID,6,3
Elasmobranchii,NL,ID,30,3
Elasmobranchii,QA,ID,2,1
Elasmobranchii,US,ID,1,1
Elasmobranchii,VN,ID,1,1
Elasmobranchii,US,IL,6,2
Elasmobranchii,GB,IT,4,1
Elasmobranchii,KR,JP,6,4
Elasmobranchii,MY,JP,14,1
Elasmobranchii,TH,JP,2,1
Elasmobranchii,AE,KE,73,42
Elasmobranchii,CN,KE,26,17
Elasmobranchii,HR,KE,2,2
Elasmobranchii,HU,KE,1,1
Elasmobranchii,MU,KE,2,2
Elasmobranchii,PL,KE,12,6
Elasmobranchii,RU,KE,1,1
Elasmobranchii,SA,KE,2,2
Elasmobranchii,GB,LK,56,4
Elasmobranchii,HK,LK,1350,1
Elasmobranchii,AE,MY,60,5
Elasmobranchii,AR,MY,40,3
Elasmobranchii,BG,MY,31,9
Elasmobranchii,BN,MY,20,1
Elasmobranchii,BR,MY,100,2
Elasmobranchii,CA,MY,316,8
Elasmobranchii,CN,MY,41020,167
Elasmobranchii,CZ,MY,10,1
Elasmobranchii,DE,MY,12,2
Elasmobranchii,ES,MY,8,1
Elasmobranchii,GB,MY,111,11
Elasmobranchii,GR,MY,13,4
Elasmobranchii,HK,MY,1162,16
Elasmobranchii,ID,MY,564,13
Elasmobranchii,IE,MY,16,2
Elasmobranchii,IN,MY,1140,15
Elasmobranchii,IR,MY,10,1
Elasmobranchii,IT,MY,4,1
Elasmobranchii,JP,MY,11866,363
Elasmobranchii,KP,MY,50,5
Elasmobranchii,KR,MY,45,2
Elasmobranchii,LK,MY,29,3
Elasmobranchii,MT,MY,12,2
Elasmobranchii,MX,MY,40,2
Elasmobranchii,NL,MY,50,3
Elasmobranchii,PH,MY,3778,35
Elasmobranchii,PL,MY,36,2
Elasmobranchii,PT,MY,8,1
Elasmobranchii,RU,MY,57,4
Elasmobranchii,SG,MY,2755,61
Elasmobranchii,TH,MY,135,3
Elasmobranchii,TR,MY,52,6
Elasmobranchii,TT,MY,10,2
Elasmobranchii,TW,MY,1890,4
Elasmobranchii,US,MY,464,18
Elasmobranchii,US,NL,48,8
Elasmobranchii,BH,OM,50,1
Elasmobranchii,AT,PE,9,2
Elasmobranchii,BE,PE,16,1
Elasmobranchii,CA,PE,328,37
Elasmobranchii,CL,PE,154,7
Elasmobranchii,CN,PE,17,2
Elasmobranchii,CZ,PE,46,6
Elasmobranchii,DE,PE,1085,34
Elasmobranchii,DK,PE,8,3
Elasmobranchii,GB,PE,667,34
Elasmobranchii,HK,PE,6,1
Elasmobranchii,ID,PE,4,2
Elasmobranchii,JP,PE,276,13
Elasmobranchii,MX,PE,240,14
Elasmobranchii,NL,PE,167,15
Elasmobranchii,PH,PE,12,5
Elasmobranchii,PL,PE,624,58
Elasmobranchii,SG,PE,10,2
Elasmobranchii,US,PE,8040,315
Elasmobranchii,AU,SA,395,1
Elasmobranchii,BD,SG,35,1
Elasmobranchii,BN,SG,2,1
Elasmobranchii,CA,SG,233,13
Elasmobranchii,ES,SG,2,1
Elasmobranchii,HK,SG,2,1
Elasmobranchii,ID,SG,9,2
Elasmobranchii,JP,SG,815,15
Elasmobranchii,KE,SG,6,3
Elasmobranchii,KR,SG,670,12
Elasmobranchii,LK,SG,176,10
Elasmobranchii,MD,SG,2,1
Elasmobranchii,MY,SG,16,2
Elasmobranchii,NL,SG,8,1
Elasmobranchii,PH,SG,32,3
Elasmobranchii,PL,SG,21,1
Elasmobranchii,TW,SG,1206,5
Elasmobranchii,US,SG,90,4
Elasmobranchii,ZA,SG,12,2
Elasmobranchii,MA,SR,11,1
Elasmobranchii,GT,SV,40,2
Elasmobranchii,AE,TH,244,32
Elasmobranchii,AM,TH,4,1
Elasmobranchii,AR,TH,31,7
Elasmobranchii,BD,TH,352,31
Elasmobranchii,BG,TH,12,4
Elasmobranchii,BH,TH,39,10
Elasmobranchii,BN,TH,121,11
Elasmobranchii,CA,TH,2559,274
Elasmobranchii,CN,TH,3918,109
Elasmobranchii,CY,TH,17,4
Elasmobranchii,CZ,TH,191,28
Elasmobranchii,DE,TH,235,58
Elasmobranchii,EG,TH,346,25
Elasmobranchii,ES,TH,242,59
Elasmobranchii,FR,TH,61,10
Elasmobranchii,GB,TH,4564,389
Elasmobranchii,GE,TH,9,3
Elasmobranchii,GH,TH,2,1
Elasmobranchii,GR,TH,6,2
Elasmobranchii,HK,TH,1211,74
Elasmobranchii,ID,TH,20718,510
Elasmobranchii,IL,TH,652,21
Elasmobranchii,IN,TH,36,3
Elasmobranchii,IQ,TH,408,55
Elasmobranchii,IR,TH,1504,83
Elasmobranchii,IT,TH,319,44
Elasmobranchii,JO,TH,154,21
Elasmobranchii,JP,TH,9555,627
Elasmobranchii,KE,TH,56,17
Elasmobranchii,KR,TH,1298,144
Elasmobranchii,KW,TH,143,23
Elasmobranchii,KZ,TH,16,2
Elasmobranchii,LB,TH,6,2
Elasmobranchii,LK,TH,270,21
Elasmobranchii,MA,TH,12,1
Elasmobranchii,MT,TH,213,24
Elasmobranchii,MV,TH,118,20
Elasmobranchii,MX,TH,1087,97
Elasmobranchii,MY,TH,125,9
Elasmobranchii,NL,TH,332,27
Elasmobranchii,NO,TH,48,9
Elasmobranchii,NP,TH,50,3
Elasmobranchii,OM,TH,12,2
Elasmobranchii,PE,TH,13,4
Elasmobranchii,PH,TH,8885,422
Elasmobranchii,PK,TH,36,5
Elasmobranchii,PL,TH,399,30
Elasmobranchii,QA,TH,69,15
Elasmobranchii,RO,TH,17,3
Elasmobranchii,RS,TH,18,4
Elasmobranchii,RU,TH,983,142
Elasmobranchii,SA,TH,24,1
Elasmobranchii,SG,TH,2381,263
Elasmobranchii,SN,TH,4,1
Elasmobranchii,TR,TH,1073,32
Elasmobranchii,TW,TH,206,14
Elasmobranchii,UA,TH,30,8
Elasmobranchii,US,TH,20602,1052
Elasmobranchii,UZ,TH,17,3
Elasmobranchii,VN,TH,4410,62
Elasmobranchii,ZA,TH,772,99
Elasmobranchii,AE,TW,1,1
Elasmobranchii,AT,TW,29,5
Elasmobranchii,CH,TW,50,1
Elasmobranchii,DE,TW,4,1
Elasmobranchii,JP,TW,575,36
Elasmobranchii,MY,TW,145,8
Elasmobranchii,NL,TW,5,1
Elasmobranchii,US,TW,676,24
Elasmobranchii,VN,TW,50,13
Elasmobranchii,AE,US,60,10
Elasmobranchii,CN,US,8,2
Elasmobranchii,FR,US,40,15
Elasmobranchii,GB,US,20,2
Elasmobranchii,GB,VN,2,1
Elasmobranchii,US,NA,38,3
Gastropoda,US,BS,2,2
Gastropoda,NL,ID,30,1
Gastropoda,CN,MX,281,1
Gastropoda,US,NI,15875.9,1
Gastropoda,NL,VN,21074,1
Gastropoda,NL,ZA,46500,1
Hirudinoidea,BY,AZ,22000,4
Hirudinoidea,CH,AZ,11000,8
Hirudinoidea,DE,AZ,2000,2
Hirudinoidea,IL,AZ,45000,10
Hirudinoidea,KG,AZ,50000,4
Hirudinoidea,KZ,AZ,1010000,67
Hirudinoidea,MA,AZ,2000,1
Hirudinoidea,RU,AZ,175000,15
Hirudinoidea,TR,AZ,50000,1
Hirudinoidea,UA,AZ,10000,1
Hirudinoidea,UZ,AZ,1458000,63
Hirudinoidea,IL,BG,221304,18
Hirudinoidea,US,BG,1802,14
Hirudinoidea,US,CA,21007,8
Hirudinoidea,CH,DE,278606,258
Hirudinoidea,US,DE,2800,8
Hirudinoidea,AE,FR,20,1
Hirudinoidea,CH,FR,10,1
Hirudinoidea,KR,FR,9000,9
Hirudinoidea,US,FR,933218,141
Hirudinoidea,AR,GB,0.25,1
Hirudinoidea,FI,GB,148,4
Hirudinoidea,IE,GB,11182.8,29
Hirudinoidea,IT,GB,110,1
Hirudinoidea,JP,GB,27500,49
Hirudinoidea,MX,GB,2618,7
Hirudinoidea,NO,GB,8888.39,89
Hirudinoidea,SE,GB,200,1
Hirudinoidea,US,GB,204.5,79
Hirudinoidea,ZA,GB,100,1
Hirudinoidea,DE,IR,5000,1
Hirudinoidea,CH,LT,74500,74
Hirudinoidea,GB,LT,250,1
Hirudinoidea,KR,LT,11500,9
Hirudinoidea,XX,LT,4000,3
Hirudinoidea,US,NL,16,1
Hirudinoidea,US,PL,1100,2
Hirudinoidea,CH,RO,234510,122
Hirudinoidea,GB,RO,10,1
Hirudinoidea,IL,RO,30,1
Hirudinoidea,MD,RO,3000,3
Hirudinoidea,US,RO,15646,20
Hirudinoidea,UZ,RO,10150,4
Hirudinoidea,CH,RS,134500,72
Hirudinoidea,DE,RS,2150,45
Hirudinoidea,GB,RS,30,4
Hirudinoidea,LT,RS,6000,2
Hirudinoidea,CA,RU,500,1
Hirudinoidea,CH,RU,7000,7
Hirudinoidea,FI,RU,50,1
Hirudinoidea,US,RU,10,1
Hirudinoidea,UZ,RU,58000,2
Hirudinoidea,CA,TR,22.5,4
Hirudinoidea,CH,TR,31546.5,36
Hirudinoidea,DE,TR,279,13
Hirudinoidea,FR,TR,1960,17
Hirudinoidea,GB,TR,620,37
Hirudinoidea,IR,TR,200,1
Hirudinoidea,KR,TR,10345.5,93
Hirudinoidea,KW,TR,600,2
Hirudinoidea,NL,TR,1,1
Hirudinoidea,US,TR,83447.7,72
Hirudinoidea,ZA,TR,1,1
Hirudinoidea,BY,UA,8000,2
Hirudinoidea,KR,UA,11200,10
Hirudinoidea,LV,UA,2250,2
Hirudinoidea,PL,UA,18000,4
Hirudinoidea,US,UA,8800,1
Hirudinoidea,CA,US,28500,29
Hirudinoidea,NA,US,2000,2
Hirudinoidea,AZ,UZ,12.6,1
Hirudinoidea,CA,UZ,5000,1
Hirudinoidea,US,UZ,6117.5,19
Hirudinoidea,IE,XX,2000,4
Hirudinoidea,US,NA,7700,1
Holothuroidea,US,CA,57336,3
Holothuroidea,HK,KE,1001,2
Holothuroidea,HK,SD,708,2
Hydrozoa,AR,AU,10,1
Hydrozoa,AT,AU,16,2
Hydrozoa,BR,AU,95,5
Hydrozoa,CA,AU,41,10
Hydrozoa,CH,AU,363,31
Hydrozoa,CN,AU,300,1
Hydrozoa,DE,AU,307,40
Hydrozoa,DK,AU,433,16
Hydrozoa,FR,AU,585,27
Hydrozoa,GB,AU,1828,57
Hydrozoa,HK,AU,77,7
Hydrozoa,IE,AU,42,7
Hydrozoa,IL,AU,6,2
Hydrozoa,IR,AU,10,1
Hydrozoa,IT,AU,23,4
Hydrozoa,JP,AU,141,14
Hydrozoa,KR,AU,555,18
Hydrozoa,KW,AU,128,9
Hydrozoa,MQ,AU,5,1
Hydrozoa,MY,AU,24,3
Hydrozoa,NL,AU,246,13
Hydrozoa,PK,AU,1,1
Hydrozoa,PL,AU,244,29
Hydrozoa,RU,AU,26,3
Hydrozoa,SG,AU,158,9
Hydrozoa,TW,AU,21,3
Hydrozoa,US,AU,3427,321
Hydrozoa,ZA,AU,2517,12
Hydrozoa,FR,FJ,260,12
Hydrozoa,GB,FJ,14,3
Hydrozoa,US,FJ,10,3
Hydrozoa,AE,ID,32,2
Hydrozoa,AR,ID,30,9
Hydrozoa,AT,ID,50,8
Hydrozoa,BD,ID,31,3
Hydrozoa,BG,ID,3,1
Hydrozoa,BH,ID,6,4
Hydrozoa,BR,ID,138,17
Hydrozoa,CA,ID,324,75
Hydrozoa,CH,ID,228,58
Hydrozoa,CN,ID,105,22
Hydrozoa,CY,ID,25,5
Hydrozoa,CZ,ID,7,1
Hydrozoa,DE,ID,578,107
Hydrozoa,ES,ID,34,8
Hydrozoa,FR,ID,100,25
Hydrozoa,GB,ID,28,5
Hydrozoa,HK,ID,482,65
Hydrozoa,IL,ID,6,1
Hydrozoa,IQ,ID,53,4
Hydrozoa,IR,ID,224,10
Hydrozoa,IT,ID,13,2
Hydrozoa,JO,ID,33,3
Hydrozoa,JP,ID,411,110
Hydrozoa,KR,ID,826,68
Hydrozoa,KW,ID,3,2
Hydrozoa,KZ,ID,16,2
Hydrozoa,MX,ID,140,14
Hydrozoa,MY,ID,76,14
Hydrozoa,NO,ID,4,3
Hydrozoa,NZ,ID,10,1
Hydrozoa,PE,ID,12,1
Hydrozoa,PK,ID,29,5
Hydrozoa,PL,ID,32,8
Hydrozoa,QA,ID,9,3
Hydrozoa,RU,ID,567,64
Hydrozoa,TR,ID,66,9
Hydrozoa,TT,ID,10,1
Hydrozoa,TW,ID,90,21
Hydrozoa,UA,ID,13,1
Hydrozoa,US,ID,1934,313
Hydrozoa,ZA,ID,127,25
Hydrozoa,FR,MY,132,6
Hydrozoa,HK,MY,725,15
Hydrozoa,KR,MY,755,18
Hydrozoa,SG,MY,30,1
Hydrozoa,US,MY,240,4
Hydrozoa,MY,SG,10,1
Hydrozoa,CA,TO,133,5
Hydrozoa,CY,TO,20,2
Hydrozoa,FR,TO,578,13
Hydrozoa,HK,TO,5,1
Hydrozoa,JP,TO,10,2
Hydrozoa,NZ,TO,20,1
Hydrozoa,US,TO,67,19
Hydrozoa,CR,US,2,1
Hydrozoa,VE,US,2,1
Hydrozoa,US,NA,12,1
Insecta,US,AU,260,5
Insecta,JP,ID,206,9
Insecta,TW,MY,500,1
Insecta,US,MY,730,25
Insecta,BE,PH,100,1
Insecta,CZ,PH,100,1
Insecta,DE,PH,160,2
Insecta,MD,PH,900,11
Insecta,NZ,PH,4351,67
Insecta,RU,PH,28000,158
Insecta,UA,PH,9000,80
Insecta,US,PH,16502,122
Insecta,UZ,PH,300,1
Insecta,AE,TH,100,1
Insecta,FR,TH,30,2
Mammalia,GB,AD,6,6
Mammalia,GR,AD,7,7
Mammalia,CN,AE,141,11
Mammalia,GB,AE,10,10
Mammalia,GT,AE,2,2
Mammalia,ID,AE,9,1
Mammalia,IQ,AE,48,28
Mammalia,IR,AE,8,2
Mammalia,JO,AE,70,2
Mammalia,KW,AE,76,9
Mammalia,LB,AE,17,11
Mammalia,MA,AE,8,3
Mammalia,MK,AE,1,1
Mammalia,OM,AE,188,70
Mammalia,PH,AE,81,45
Mammalia,PK,AE,249,48
Mammalia,RU,AE,3,3
Mammalia,SA,AE,4378,53
Mammalia,SG,AE,6,5
Mammalia,SY,AE,52,20
Mammalia,TD,AE,335,15
Mammalia,UZ,AE,1,1
Mammalia,KN,AG,1,1
Mammalia,AT,AL,2,2
Mammalia,BE,AL,7,6
Mammalia,CH,AL,4,2
Mammalia,DE,AL,8,7
Mammalia,GR,AL,6,2
Mammalia,IT,AL,3,1
Mammalia,NL,AL,6,4
Mammalia,RO,AL,2,1
Mammalia,XX,AL,1,1
Mammalia,AF,AM,22,2
Mammalia,CN,AM,1,1
Mammalia,GE,AM,12,11
Mammalia,IR,AM,2,1
Mammalia,KZ,AM,39,6
Mammalia,MD,AM,8,2
Mammalia,RU,AM,75,12
Mammalia,XX,AM,5,2
Mammalia,BR,AO,8,8
Mammalia,CG,AO,5,5
Mammalia,CN,AO,439,26
Mammalia,EG,AO,3,1
Mammalia,RU,AO,20,1
Mammalia,XX,AO,3,3
Mammalia,BR,AR,5,5
Mammalia,CL,AR,1,1
Mammalia,CN,AR,36,3
Mammalia,GB,AR,4,4
Mammalia,JO,AR,2,1
Mammalia,US,AR,41,17
Mammalia,UY,AR,8,6
Mammalia,ZA,AR,28,14
Mammalia,CH,AT,11,11
Mammalia,CN,AT,2,2
Mammalia,JP,AT,2,2
Mammalia,RU,AT,2,2
Mammalia,TR,AT,4,4
Mammalia,UA,AT,29,25
Mammalia,US,AT,12,12
Mammalia,DE,AU,2,2
Mammalia,ID,AU,2,1
Mammalia,LK,AU,1,1
Mammalia,NZ,AU,55,31
Mammalia,SG,AU,7,4
Mammalia,US,AU,2,2
Mammalia,GE,AZ,6,2
Mammalia,KZ,AZ,2,2
Mammalia,RO,AZ,2,2
Mammalia,RU,AZ,8,4
Mammalia,UZ,AZ,95,2
Mammalia,RU,BA,1,1
Mammalia,XX,BA,1,1
Mammalia,US,BB,1528,22
Mammalia,AE,BE,8,6
Mammalia,CA,BE,2,2
Mammalia,CH,BE,5,5
Mammalia,CN,BE,4,1
Mammalia,GB,BE,4,4
Mammalia,GE,BE,3,3
Mammalia,IM,BE,1,1
Mammalia,KW,BE,12,2
Mammalia,LY,BE,8,1
Mammalia,MA,BE,20,16
Mammalia,MK,BE,2,2
Mammalia,MY,BE,4,2
Mammalia,NO,BE,2,2
Mammalia,PK,BE,8,5
Mammalia,QA,BE,8,8
Mammalia,RU,BE,6,6
Mammalia,SG,BE,2,2
Mammalia,SN,BE,23,4
Mammalia,TH,BE,130,61
Mammalia,TR,BE,6,6
Mammalia,ZA,BE,13,7
Mammalia,NE,BF,2,1
Mammalia,MK,BG,2,2
Mammalia,AE,BH,121,52
Mammalia,ID,BH,4,1
Mammalia,SA,BH,60,10
Mammalia,SR,BH,7,2
Mammalia,AE,BJ,140,3
Mammalia,AM,BJ,92,8
Mammalia,CN,BJ,200,12
Mammalia,CZ,BJ,50,2
Mammalia,FR,BJ,356,4
Mammalia,IT,BJ,145,13
Mammalia,KW,BJ,45,3
Mammalia,ML,BJ,10,1
Mammalia,TG,BJ,69,7
Mammalia,TH,BJ,394,14
Mammalia,UA,BJ,109,12
Mammalia,US,BJ,17,5
Mammalia,XX,BJ,4,1
Mammalia,ZA,BJ,48,3
Mammalia,GB,BM,4,3
Mammalia,US,BM,2,2
Mammalia,CN,BN,2,1
Mammalia,NL,BQ,2,1
Mammalia,AR,BR,3,3
Mammalia,AT,BR,4,3
Mammalia,DE,BR,3,3
Mammalia,ID,BR,3,3
Mammalia,IR,BR,6,6
Mammalia,PA,BR,1,1
Mammalia,US,BR,2,1
Mammalia,VN,BR,2,2
Mammalia,ZA,BW,34,6
Mammalia,ZM,BW,5,1
Mammalia,CZ,BY,3,3
Mammalia,GE,BY,1,1
Mammalia,KZ,BY,2,2
Mammalia,RO,BY,3,3
Mammalia,RU,BY,18,8
Mammalia,UA,BY,82,29
Mammalia,AE,CA,2,2
Mammalia,BE,CA,13,13
Mammalia,CN,CA,40,25
Mammalia,DE,CA,1,1
Mammalia,ES,CA,4,4
Mammalia,FR,CA,4,4
Mammalia,GB,CA,3,3
Mammalia,JP,CA,6,6
Mammalia,KR,CA,2,2
Mammalia,KY,CA,1,1
Mammalia,PH,CA,1,1
Mammalia,PT,CA,1,1
Mammalia,US,CA,864,421
Mammalia,XV,CA,22,22
Mammalia,ZW,CA,2,2
Mammalia,AE,CD,66,6
Mammalia,AF,CD,40,8
Mammalia,AM,CD,20,2
Mammalia,BD,CD,28,5
Mammalia,BJ,CD,95,15
Mammalia,CN,CD,155,12
Mammalia,GH,CD,268,16
Mammalia,IQ,CD,40,6
Mammalia,JO,CD,15,1
Mammalia,KW,CD,50,1
Mammalia,ML,CD,104,13
Mammalia,MY,CD,25,3
Mammalia,OM,CD,16,3
Mammalia,PK,CD,60,8
Mammalia,TG,CD,128,5
Mammalia,TH,CD,1931,109
Mammalia,UA,CD,70,8
Mammalia,UZ,CD,722,45
Mammalia,VN,CD,50,1
Mammalia,ZM,CF,26,3
Mammalia,AO,CG,11,11
Mammalia,AE,CH,2,2
Mammalia,AT,CH,36,25
Mammalia,AU,CH,1,1
Mammalia,BE,CH,19,14
Mammalia,CA,CH,2,1
Mammalia,CZ,CH,53,20
Mammalia,DE,CH,112,90
Mammalia,DK,CH,19,14
Mammalia,DZ,CH,1,1
Mammalia,ES,CH,78,28
Mammalia,FI,CH,3,3
Mammalia,FR,CH,145,91
Mammalia,GB,CH,33,31
Mammalia,GR,CH,1,1
Mammalia,HR,CH,2,2
Mammalia,HU,CH,28,20
Mammalia,IL,CH,4,4
Mammalia,IT,CH,11,9
Mammalia,JO,CH,1,1
Mammalia,KR,CH,3,1
Mammalia,LU,CH,2,2
Mammalia,MK,CH,2,1
Mammalia,NL,CH,80,34
Mammalia,NO,CH,2,2
Mammalia,PH,CH,12,4
Mammalia,PL,CH,14,8
Mammalia,PT,CH,4,2
Mammalia,RU,CH,9,2
Mammalia,SG,CH,7,4
Mammalia,SK,CH,1,1
Mammalia,TR,CH,4,2
Mammalia,TW,CH,9,3
Mammalia,UA,CH,2,2
Mammalia,US,CH,3,3
Mammalia,CO,CL,2,2
Mammalia,FR,CL,4,2
Mammalia,PH,CL,2,2
Mammalia,ZA,CL,2,1
Mammalia,BD,CM,1,1
Mammalia,CN,CM,4,1
Mammalia,US,CM,3,2
Mammalia,ZA,CM,1,1
Mammalia,AT,CN,1,1
Mammalia,CA,CN,1321,12
Mammalia,DE,CN,23.724,2
Mammalia,DK,CN,2,1
Mammalia,FI,CN,2,1
Mammalia,FR,CN,360,3
Mammalia,GB,CN,2,2
Mammalia,ID,CN,1,1
Mammalia,IS,CN,6,3
Mammalia,JP,CN,3918,54
Mammalia,KR,CN,2553,27
Mammalia,NL,CN,1260,9
Mammalia,QA,CN,4,2
Mammalia,RU,CN,15,2
Mammalia,US,CN,76687,340
Mammalia,XX,CN,120,1
Mammalia,ZA,CN,6,1
Mammalia,KR,CO,250,1
Mammalia,GT,CU,2,2
Mammalia,KR,CU,2,2
Mammalia,MX,CU,6,4
Mammalia,PK,CU,2,1
Mammalia,SA,CU,4,1
Mammalia,SA,CW,15,3
Mammalia,AE,CY,16,7
Mammalia,BY,CY,1,1
Mammalia,CN,CY,16,1
Mammalia,ID,CY,5,4
Mammalia,IN,CY,2,1
Mammalia,US,CY,4,3
Mammalia,ZA,CY,12,4
Mammalia,AE,CZ,329,179
Mammalia,AL,CZ,12,3
Mammalia,AM,CZ,7,3
Mammalia,AU,CZ,9,7
Mammalia,BA,CZ,14,8
Mammalia,BY,CZ,1,1
Mammalia,CA,CZ,2,2
Mammalia,CH,CZ,26,22
Mammalia,CN,CZ,399,217
Mammalia,GB,CZ,5,5
Mammalia,GE,CZ,4,2
Mammalia,GT,CZ,8,3
Mammalia,ID,CZ,58,35
Mammalia,IL,CZ,20,16
Mammalia,IN,CZ,7,3
Mammalia,IQ,CZ,18,13
Mammalia,IR,CZ,10,8
Mammalia,JP,CZ,53,20
Mammalia,KR,CZ,58,17
Mammalia,KW,CZ,17,5
Mammalia,KZ,CZ,8,5
Mammalia,MK,CZ,4,3
Mammalia,MN,CZ,7,7
Mammalia,MX,CZ,10,3
Mammalia,MY,CZ,44,21
Mammalia,NO,CZ,2,2
Mammalia,PA,CZ,2,2
Mammalia,PH,CZ,29,15
Mammalia,RS,CZ,15,11
Mammalia,RU,CZ,69,44
Mammalia,RW,CZ,10,4
Mammalia,SA,CZ,363,28
Mammalia,SG,CZ,10,8
Mammalia,TH,CZ,1024,323
Mammalia,TN,CZ,4,3
Mammalia,TR,CZ,44,36
Mammalia,TW,CZ,3,3
Mammalia,TZ,CZ,10,5
Mammalia,UA,CZ,9,4
Mammalia,US,CZ,54,44
Mammalia,VE,CZ,18,5
Mammalia,VN,CZ,5,4
Mammalia,ZA,CZ,58,25
Mammalia,AE,DE,4,4
Mammalia,AU,DE,28,16
Mammalia,BR,DE,4,4
Mammalia,BY,DE,4,4
Mammalia,CA,DE,5,2
Mammalia,CH,DE,158,113
Mammalia,CL,DE,1,1
Mammalia,CN,DE,105,78
Mammalia,GB,DE,27,26
Mammalia,GE,DE,10,6
Mammalia,GH,DE,2,2
Mammalia,GT,DE,26,8
Mammalia,HK,DE,2,1
Mammalia,ID,DE,29,25
Mammalia,IL,DE,16,14
Mammalia,IN,DE,12,10
Mammalia,IQ,DE,12,12
Mammalia,JP,DE,14,10
Mammalia,KE,DE,12,7
Mammalia,KR,DE,4,4
Mammalia,MA,DE,2,2
Mammalia,MC,DE,10,10
Mammalia,MK,DE,22,22
Mammalia,MY,DE,2,2
Mammalia,NO,DE,12,8
Mammalia,NZ,DE,4,2
Mammalia,PH,DE,8,4
Mammalia,PK,DE,3,3
Mammalia,QA,DE,4,4
Mammalia,RS,DE,6,3
Mammalia,RU,DE,63,50
Mammalia,SA,DE,11,6
Mammalia,SG,DE,2,2
Mammalia,TH,DE,90,59
Mammalia,TR,DE,6,6
Mammalia,TW,DE,4,4
Mammalia,UA,DE,12,9
Mammalia,UG,DE,2,2
Mammalia,US,DE,118,45
Mammalia,VN,DE,7,7
Mammalia,XV,DE,4,4
Mammalia,XX,DE,49,49
Mammalia,ZA,DE,13,12
Mammalia,AM,DK,1,1
Mammalia,AR,DK,1,1
Mammalia,BR,DK,2,2
Mammalia,CH,DK,8,8
Mammalia,GB,DK,5,5
Mammalia,ID,DK,3,3
Mammalia,IL,DK,4,4
Mammalia,JP,DK,4,4
Mammalia,KR,DK,2,1
Mammalia,MK,DK,3,3
Mammalia,NO,DK,6,4
Mammalia,NZ,DK,2,2
Mammalia,PH,DK,4,4
Mammalia,RU,DK,8,8
Mammalia,TH,DK,6,5
Mammalia,US,DK,9,7
Mammalia,CO,EC,4,1
Mammalia,GE,EE,12,1
Mammalia,IL,EE,5,2
Mammalia,RU,EE,2,2
Mammalia,UA,EE,18,1
Mammalia,AE,EG,12,12
Mammalia,CN,EG,124,14
