Class,Importer,Exporter,Total_Quantity,N_Records
Aves,MX,CH,3,3
Aves,NL,CH,96,52
Aves,PH,CH,21,8
Aves,PL,CH,20,16
Aves,PT,CH,350,176
Aves,QA,CH,6,4
Aves,RE,CH,3,3
Aves,RO,CH,2,1
Aves,RS,CH,18,4
Aves,RU,CH,1,1
Aves,SE,CH,4,2
Aves,SG,CH,16,11
Aves,SI,CH,7,4
Aves,SK,CH,4,2
Aves,UA,CH,1,1
Aves,US,CH,7,6
Aves,LB,CI,1,1
Aves,AE,CL,8,8
Aves,ES,CL,29,9
Aves,DE,CM,1,1
Aves,SA,CM,1,1
Aves,TD,CM,2,1
Aves,TZ,CM,2,1
Aves,BD,CN,300,9
Aves,GB,CN,1,1
Aves,JP,CN,4,2
Aves,KE,CN,4,1
Aves,TN,CN,170,3
Aves,US,CN,3,3
Aves,ZA,CN,43,2
Aves,KR,CO,10,1
Aves,PA,CO,2,2
Aves,XX,CO,1,1
Aves,SV,CR,2,2
Aves,US,CR,2,2
Aves,CN,CU,50,1
Aves,CW,CU,15000,36
Aves,GT,CU,60438,293
Aves,MX,CU,142497,515
Aves,NL,CU,1650,4
Aves,PA,CU,35997,203
Aves,AW,CW,520,84
Aves,BQ,CW,2,2
Aves,CA,CW,1,1
Aves,CL,CW,90,4
Aves,NL,CW,6,6
Aves,PA,CW,136,20
Aves,SX,CW,8,4
Aves,TN,CW,39,5
Aves,AE,CY,581,101
Aves,BD,CY,3183,481
Aves,BH,CY,9022,126
Aves,BN,CY,2,1
Aves,EG,CY,2032,26
Aves,GB,CY,15,15
Aves,ID,CY,3016,84
Aves,JO,CY,2133,19
Aves,KR,CY,54,5
Aves,KW,CY,3,3
Aves,PK,CY,72,6
Aves,QA,CY,102,11
Aves,RS,CY,3,3
Aves,RU,CY,1,1
Aves,SA,CY,2150,2
Aves,TH,CY,567,26
Aves,US,CY,5,4
Aves,ZA,CY,4,4
Aves,AE,CZ,43890,2033
Aves,BA,CZ,3,3
Aves,BD,CZ,5624,156
Aves,BH,CZ,3883,123
Aves,BR,CZ,6,5
Aves,CH,CZ,25,15
Aves,CN,CZ,74,29
Aves,EG,CZ,240,5
Aves,GB,CZ,17968,581
Aves,GE,CZ,310,79
Aves,HK,CZ,1480,170
Aves,ID,CZ,2590,45
Aves,IL,CZ,42,6
Aves,IN,CZ,26,9
Aves,IQ,CZ,35503,668
Aves,IR,CZ,655,15
Aves,JO,CZ,4879,120
Aves,KR,CZ,102,14
Aves,KW,CZ,37832,1095
Aves,KZ,CZ,12,2
Aves,LB,CZ,20023,443
Aves,LK,CZ,2404,140
Aves,LY,CZ,304,23
Aves,MK,CZ,30,3
Aves,MV,CZ,172,10
Aves,MY,CZ,172,5
Aves,OM,CZ,7309,181
Aves,PH,CZ,366,70
Aves,PK,CZ,7595,144
Aves,QA,CZ,17406,581
Aves,RS,CZ,61,21
Aves,RU,CZ,93,36
Aves,SA,CZ,5596,155
Aves,SG,CZ,566,72
Aves,TH,CZ,185,11
Aves,TR,CZ,33357,534
Aves,TW,CZ,924,70
Aves,UA,CZ,85,23
Aves,US,CZ,8,4
Aves,UZ,CZ,1400,81
Aves,VE,CZ,606,79
Aves,VN,CZ,10,2
Aves,AE,DE,6019,4627
Aves,AZ,DE,14,4
Aves,BA,DE,5,5
Aves,BH,DE,443,201
Aves,BR,DE,319,234
Aves,CA,DE,31,30
Aves,CD,DE,1,1
Aves,CH,DE,694,436
Aves,CM,DE,1,1
Aves,EC,DE,2,2
Aves,ET,DE,1,1
Aves,GB,DE,58,38
Aves,GN,DE,1,1
Aves,GT,DE,4,4
Aves,ID,DE,2,1
Aves,IL,DE,5,4
Aves,IQ,DE,99,40
Aves,JE,DE,2,2
Aves,JO,DE,2,2
Aves,JP,DE,20,18
Aves,KE,DE,1,1
Aves,KG,DE,56,15
Aves,KH,DE,5,5
Aves,KR,DE,17,13
Aves,KW,DE,437,295
Aves,KZ,DE,7,4
Aves,LK,DE,2,2
Aves,LY,DE,1,1
Aves,MA,DE,120,62
Aves,MX,DE,1,1
Aves,NO,DE,10,10
Aves,PA,DE,16,9
Aves,PE,DE,1,1
Aves,PH,DE,148,65
Aves,PK,DE,9,2
Aves,PY,DE,5,5
Aves,QA,DE,3216,1275
Aves,RS,DE,27,17
Aves,RU,DE,199,43
Aves,SA,DE,851,412
Aves,SG,DE,12,6
Aves,TH,DE,7,3
Aves,TR,DE,171,129
Aves,UA,DE,8,4
Aves,US,DE,187,106
Aves,UZ,DE,4,2
Aves,VC,DE,3,1
Aves,VN,DE,48,48
Aves,XV,DE,110,110
Aves,XX,DE,70,70
Aves,ZA,DE,5,4
Aves,AE,DK,1197,1182
Aves,BD,DK,385,17
Aves,BH,DK,3,3
Aves,CH,DK,26,20
Aves,CL,DK,1,1
Aves,HK,DK,65,30
Aves,IS,DK,7,4
Aves,KR,DK,1914,126
Aves,NO,DK,378,201
Aves,PK,DK,2,2
Aves,QA,DK,34,34
Aves,RS,DK,76,54
Aves,RU,DK,9,3
Aves,SA,DK,4,3
Aves,SG,DK,50,5
Aves,TR,DK,2,2
Aves,XV,DK,1,1
Aves,XX,DK,10,10
Aves,DE,DM,12,2
Aves,XX,DM,2,2
Aves,LU,DO,2,2
Aves,XX,DO,3,3
Aves,FR,DZ,1,1
Aves,US,EE,2,2
Aves,AE,EG,1202,4
Aves,BD,EG,500,1
Aves,ES,EG,1,1
Aves,IQ,EG,8515,35
Aves,JO,EG,2130,8
Aves,KW,EG,3520,11
Aves,LB,EG,13140,40
Aves,MV,EG,100,1
Aves,SA,EG,1,1
Aves,TR,EG,3300,7
Aves,TZ,EG,80,2
Aves,XV,EG,200,1
Aves,AD,ES,2,2
Aves,AE,ES,28140,21118
Aves,AR,ES,502,56
Aves,BD,ES,1344,135
Aves,BH,ES,531,351
Aves,BR,ES,30,30
Aves,CA,ES,38,38
Aves,CH,ES,92,77
Aves,CL,ES,1740,200
Aves,CN,ES,40,1
Aves,CO,ES,61,2
Aves,CU,ES,1,1
Aves,DO,ES,5,3
Aves,EC,ES,2,2
Aves,GB,ES,126,81
Aves,GE,ES,3,3
Aves,GG,ES,1,1
Aves,GH,ES,1,1
Aves,GI,ES,3,3
Aves,GQ,ES,2,2
Aves,GT,ES,117,86
Aves,ID,ES,498,18
Aves,IL,ES,80,8
Aves,IQ,ES,10,10
Aves,JE,ES,2,2
Aves,JO,ES,44,2
Aves,JP,ES,397,227
Aves,KR,ES,1954,749
Aves,KW,ES,1642,522
Aves,LY,ES,7,7
Aves,MA,ES,32637,138
Aves,MU,ES,15,3
Aves,MX,ES,1855,250
Aves,NO,ES,8,5
Aves,OM,ES,67,5
Aves,PA,ES,5,5
Aves,PE,ES,241,52
Aves,PM,ES,3,3
Aves,PR,ES,47,5
Aves,QA,ES,5302,2201
Aves,RU,ES,1,1
Aves,SA,ES,1354,523
Aves,SG,ES,414,90
Aves,SN,ES,160,1
Aves,SV,ES,4,3
Aves,TH,ES,234,74
Aves,TR,ES,92,46
Aves,TW,ES,89,64
Aves,TZ,ES,24,1
Aves,US,ES,758,45
Aves,VE,ES,222,57
Aves,XX,ES,26,26
Aves,BE,ET,4,4
Aves,CH,FI,2,2
Aves,KR,FI,2,2
Aves,US,FI,1,1
Aves,XV,FI,1,1
Aves,AE,FR,341,143
Aves,AR,FR,3,3
Aves,BH,FR,185,110
Aves,BI,FR,1,1
Aves,BL,FR,2,1
Aves,CA,FR,18,18
Aves,CD,FR,36,7
Aves,CF,FR,1,1
Aves,CG,FR,26,3
Aves,CH,FR,118,90
Aves,DZ,FR,2,2
Aves,FR,FR,3,3
Aves,GA,FR,7,3
Aves,GB,FR,24,24
Aves,GT,FR,34,20
Aves,IL,FR,1,1
Aves,IM,FR,2,2
Aves,JE,FR,1,1
Aves,JP,FR,2,2
Aves,KE,FR,2,2
Aves,KZ,FR,13,9
Aves,LB,FR,1,1
Aves,MA,FR,15,9
Aves,MC,FR,18,10
Aves,MF,FR,10,5
Aves,MK,FR,4,1
Aves,ML,FR,10,10
Aves,MU,FR,3,3
Aves,MX,FR,1,1
Aves,PA,FR,2,1
Aves,PH,FR,54,23
Aves,QA,FR,314,314
Aves,RS,FR,1,1
Aves,RU,FR,2,2
Aves,SA,FR,91,91
Aves,SG,FR,16,16
Aves,SN,FR,1,1
Aves,TH,FR,2,2
Aves,TN,FR,1,1
Aves,US,FR,15,15
Aves,VN,FR,2,2
Aves,XV,FR,311,311
Aves,ZA,FR,2,2
Aves,CI,GA,1,1
Aves,FR,GA,7,7
Aves,TN,GA,1,1
Aves,XX,GA,5,2
Aves,AE,GB,32732,32670
Aves,AR,GB,15,1
Aves,AT,GB,13,13
Aves,BB,GB,199,82
Aves,BD,GB,45,16
Aves,BE,GB,1,1
Aves,BG,GB,9,9
Aves,BH,GB,315,315
Aves,BN,GB,1,1
Aves,BO,GB,6,1
Aves,BR,GB,1,1
Aves,CA,GB,161,116
Aves,CH,GB,35,35
Aves,CY,GB,11,11
Aves,CZ,GB,4,4
Aves,DE,GB,20,19
Aves,DK,GB,2,2
Aves,ES,GB,149,84
Aves,FR,GB,3,3
Aves,GG,GB,38,38
Aves,GR,GB,1,1
Aves,HK,GB,2,2
Aves,HU,GB,6,6
Aves,IE,GB,28,28
Aves,IL,GB,5,5
Aves,IM,GB,8,8
Aves,IR,GB,1,1
Aves,JE,GB,50,50
Aves,JM,GB,1,1
Aves,JP,GB,2212,1777
Aves,KE,GB,2,2
Aves,KH,GB,7,7
Aves,KR,GB,101,81
Aves,KW,GB,1101,916
Aves,LB,GB,4,1
Aves,MT,GB,2,2
Aves,MY,GB,1,1
Aves,NO,GB,5,3
Aves,PA,GB,3,3
Aves,PH,GB,34,34
Aves,PK,GB,35,35
Aves,PL,GB,1,1
Aves,PT,GB,4,4
Aves,QA,GB,2687,2572
Aves,RS,GB,2,2
Aves,SA,GB,203,192
Aves,SG,GB,61,49
Aves,TH,GB,4,4
Aves,TR,GB,27,27
Aves,TT,GB,12,7
Aves,TW,GB,79,79
Aves,UG,GB,1,1
Aves,US,GB,70,67
Aves,VN,GB,21,21
Aves,XX,GB,1,1
Aves,ZA,GB,25,22
Aves,TT,GD,1,1
Aves,AE,GE,31,31
Aves,BH,GE,10,8
Aves,DE,GE,1,1
Aves,ES,GE,1,1
Aves,KW,GE,11,6
Aves,QA,GE,21,14
Aves,RU,GE,1,1
Aves,SA,GE,15,13
Aves,FR,GG,8,8
Aves,GB,GG,42,35
Aves,PT,GG,2,2
Aves,RO,GG,2,1
Aves,BD,GH,100,2
Aves,FR,GH,2,2
Aves,TH,GH,130,2
Aves,US,GH,5,1
Aves,XX,GH,200,12
Aves,ES,GI,2,2
Aves,MT,GI,1,1
Aves,DK,GL,2,2
Aves,BD,GN,20,1
Aves,RU,GN,1,1
Aves,LY,GP,15,15
Aves,RS,GQ,2,1
Aves,AE,GR,16,13
Aves,GB,GR,2,2
Aves,IQ,GR,102,6
Aves,RS,GR,2,2
Aves,SG,GR,1,1
Aves,US,GR,3,3
Aves,CU,GT,10,3
Aves,US,GT,2,2
Aves,PT,GW,2,1
Aves,AG,GY,9,2
Aves,BB,GY,338,18
Aves,BD,GY,9629,406
Aves,CA,GY,3,2
Aves,CN,GY,6941,311
Aves,CY,GY,69,17
Aves,DE,GY,78,5
Aves,GB,GY,13,3
Aves,ID,GY,1664,70
Aves,IQ,GY,150,1
Aves,JO,GY,2281,87
Aves,JP,GY,945,88
Aves,KW,GY,234,17
Aves,LB,GY,411,13
Aves,LK,GY,681,32
Aves,MY,GY,545,28
Aves,OM,GY,445,32
Aves,PH,GY,88,10
Aves,PK,GY,2419,58
Aves,RU,GY,50,3
Aves,SA,GY,715,36
Aves,SG,GY,1300,75
Aves,SR,GY,783,42
Aves,TH,GY,14223,582
Aves,TT,GY,3,1
Aves,UA,GY,152,13
Aves,US,GY,14,6
Aves,UZ,GY,323,16
Aves,VN,GY,132,6
Aves,CA,HK,1,1
Aves,FR,HK,2,2
Aves,GB,HK,195,181
Aves,MT,HK,4,1
Aves,NL,HK,4,2
Aves,PT,HK,1,1
Aves,SG,HK,7,5
Aves,YE,HK,2,1
Aves,CA,HN,1,1
Aves,BA,HR,2,2
Aves,ME,HR,2,2
Aves,RS,HR,2,2
Aves,AE,HU,55,23
Aves,BH,HU,9,1
Aves,BR,HU,1,1
Aves,CA,HU,2,1
Aves,CH,HU,16,7
Aves,GB,HU,2,2
Aves,JP,HU,4,2
Aves,KW,HU,189,60
Aves,QA,HU,20,9
Aves,RS,HU,6,6
Aves,RU,HU,2,2
Aves,SR,HU,2,2
Aves,UA,HU,3,2
Aves,XX,HU,2,2
Aves,AE,ID,113,9
Aves,AF,ID,172,19
Aves,AT,ID,15,6
Aves,BD,ID,10041,467
Aves,BE,ID,2,2
Aves,BR,ID,169,69
Aves,CY,ID,44,1
Aves,CZ,ID,637,171
Aves,FR,ID,5,1
Aves,GE,ID,2,1
Aves,GR,ID,20,5
Aves,IQ,ID,224,31
Aves,JO,ID,1015,53
Aves,KW,ID,993,45
Aves,LB,ID,3488,199
Aves,LK,ID,70,3
Aves,ML,ID,77,6
Aves,NE,ID,18,3
Aves,NO,ID,12,4
Aves,OM,ID,483,21
Aves,PK,ID,1092,69
Aves,PL,ID,10,4
Aves,SA,ID,10,1
Aves,SG,ID,2,2
Aves,TR,ID,661,24
Aves,US,ID,1,1
Aves,UZ,ID,170,27
Aves,VE,ID,120,10
Aves,VN,ID,124,6
Aves,AE,IE,481,481
Aves,BH,IE,19,19
Aves,BR,IE,3,3
Aves,BW,IE,1,1
Aves,CA,IE,2,2
Aves,GB,IE,49,49
Aves,KW,IE,1,1
Aves,PK,IE,1,1
Aves,QA,IE,308,308
Aves,SA,IE,292,292
Aves,TH,IE,1,1
Aves,US,IE,3,3
Aves,XX,IE,2,2
Aves,ZA,IE,1,1
Aves,AE,IL,6,6
Aves,CA,IL,2,2
Aves,CY,IL,2,2
Aves,DE,IL,7,7
Aves,DK,IL,5,4
Aves,ES,IL,2,2
Aves,FR,IL,3,3
Aves,GB,IL,8,8
Aves,GR,IL,3,3
Aves,HU,IL,10,3
Aves,IE,IL,2,1
Aves,IT,IL,2,2
Aves,MT,IL,1,1
Aves,PL,IL,5,5
Aves,PT,IL,2,2
Aves,RO,IL,4,4
Aves,RU,IL,4,4
Aves,US,IL,6,6
Aves,NA,IL,2,2
Aves,GB,IM,39,18
Aves,XX,IM,1,1
Aves,CZ,IN,4,1
Aves,GB,IN,2,2
Aves,US,IN,1,1
Aves,AE,IQ,1,1
Aves,BY,IQ,1,1
Aves,CN,IQ,1,1
Aves,GB,IQ,1,1
Aves,JO,IQ,2,2
Aves,LB,IQ,5,1
Aves,SE,IQ,1,1
Aves,SY,IQ,2,2
Aves,TR,IQ,9,9
Aves,US,IQ,2,2
Aves,AE,IR,5,5
Aves,AM,IR,2,2
Aves,AZ,IR,1,1
Aves,BE,IR,1,1
Aves,BR,IR,5,5
Aves,CA,IR,8,8
Aves,CH,IR,2,2
Aves,CY,IR,1,1
Aves,DE,IR,9,6
Aves,FR,IR,3,3
Aves,GB,IR,4,4
Aves,IQ,IR,1,1
Aves,IT,IR,3,3
Aves,LB,IR,2,2
Aves,NL,IR,3,2
Aves,NO,IR,2,2
Aves,OM,IR,4,4
Aves,QA,IR,6,4
Aves,RO,IR,1,1
Aves,SE,IR,3,3
Aves,TR,IR,29,24
Aves,US,IR,2,1
Aves,XX,IR,1,1
Aves,ES,IS,2,2
Aves,GB,IS,5,3
Aves,IE,IS,1,1
Aves,LT,IS,2,1
Aves,NL,IS,3,1
Aves,RO,IS,2,2
Aves,SE,IS,1,1
Aves,US,IS,2,2
Aves,AE,IT,150,97
Aves,BD,IT,454,9
Aves,BH,IT,52,19
Aves,CA,IT,8,3
Aves,CH,IT,115,52
Aves,GB,IT,3,3
Aves,IQ,IT,23,1
Aves,KG,IT,2,1
Aves,KW,IT,71,21
Aves,MK,IT,6,6
Aves,PA,IT,3,2
Aves,QA,IT,208,50
Aves,SA,IT,246,89
Aves,US,IT,15,13
Aves,XV,IT,19,19
Aves,XX,IT,14,14
Aves,CZ,JE,6,5
Aves,DE,JE,2,2
Aves,ES,JE,1,1
Aves,FR,JE,13,10
Aves,GB,JE,20,17
Aves,MU,JE,4,1
Aves,PT,JE,1,1
Aves,SG,JE,4,2
Aves,CA,JM,4,4
Aves,US,JM,2,2
Aves,AE,JO,69,47
Aves,GB,JO,2,2
Aves,ID,JO,100,1
Aves,IQ,JO,530,13
Aves,KW,JO,7129,222
Aves,LB,JO,2,1
Aves,LY,JO,105,10
Aves,OM,JO,2877,161
Aves,QA,JO,1004,102
Aves,SA,JO,2573,63
Aves,TR,JO,88,4
Aves,UZ,JO,1,1
Aves,YE,JO,10,1
Aves,BR,JP,1,1
Aves,CN,JP,124,18
Aves,CZ,JP,6,6
Aves,DE,JP,14,14
Aves,ES,JP,2,2
Aves,FI,JP,1,1
Aves,FR,JP,8,3
Aves,ID,JP,15,1
Aves,KR,JP,42,6
Aves,MM,JP,6,3
Aves,NC,JP,2,2
Aves,NL,JP,1,1
Aves,RU,JP,10,3
Aves,SE,JP,2,2
Aves,SG,JP,28,12
Aves,TW,JP,7,6
Aves,US,JP,42,15
Aves,AE,KE,2,1
Aves,ES,KE,2,2
Aves,ET,KE,8,3
Aves,PT,KE,1,1
Aves,SE,KE,3,2
Aves,US,KE,434507.96,13
Aves,AE,KG,718,86
Aves,IT,KG,2,1
Aves,KW,KG,13,3
Aves,QA,KG,156,66
Aves,RU,KG,1,1
Aves,SA,KG,49,29
Aves,UZ,KG,5,4
Aves,VN,KH,1,1
Aves,US,KN,1,1
Aves,BD,KR,2,2
Aves,CN,KR,50,5
Aves,CZ,KR,4,2
Aves,MY,KR,1,1
Aves,US,KR,7,6
Aves,AE,KW,28023,1144
Aves,AF,KW,10,2
Aves,AZ,KW,26,23
Aves,BD,KW,395,24
Aves,BG,KW,63,4
Aves,BH,KW,14724,559
Aves,CZ,KW,108,8
Aves,DE,KW,2,2
Aves,DZ,KW,3,3
Aves,EG,KW,282,25
Aves,ES,KW,29,29
Aves,FR,KW,5,5
Aves,GB,KW,16,14
Aves,GE,KW,1,1
Aves,HK,KW,21,4
Aves,IN,KW,13,10
Aves,IQ,KW,91,11
Aves,IR,KW,636,36
Aves,JO,KW,388,106
Aves,KG,KW,21,15
Aves,KY,KW,1,1
Aves,KZ,KW,121,5
Aves,LB,KW,147,11
Aves,LK,KW,361,26
Aves,LY,KW,25,23
Aves,MA,KW,6,6
Aves,MV,KW,207,18
Aves,NE,KW,6,6
Aves,OM,KW,961,37
Aves,PH,KW,3,3
Aves,PK,KW,273,34
Aves,PL,KW,2,2
Aves,QA,KW,6829,311
Aves,SA,KW,4724,86
Aves,SD,KW,43,43
Aves,SG,KW,25,1
Aves,SL,KW,279,6
Aves,SY,KW,5,5
Aves,TN,KW,3,2
Aves,TR,KW,33,14
Aves,US,KW,6,6
Aves,XX,KW,191,4
Aves,ZA,KW,4,2
Aves,US,KY,7,7
Aves,AE,KZ,962,55
Aves,AM,KZ,3,1
Aves,AZ,KZ,2,2
Aves,BH,KZ,64,1
Aves,BY,KZ,1,1
Aves,CZ,KZ,12,5
Aves,DE,KZ,27,15
Aves,FR,KZ,12,6
Aves,KG,KZ,2,2
Aves,NL,KZ,11,2
Aves,QA,KZ,113,4
Aves,RU,KZ,12,8
Aves,SA,KZ,257,6
Aves,US,KZ,5,3
Aves,UZ,KZ,8581,14
Aves,XX,KZ,8,2
Aves,AE,LB,1,1
Aves,AM,LB,1,1
Aves,BG,LB,1,1
Aves,BH,LB,84816,1751
Aves,CA,LB,10,9
Aves,CH,LB,4,4
Aves,CI,LB,1,1
Aves,CZ,LB,9,5
Aves,DE,LB,3,3
Aves,EG,LB,2153,119
Aves,GB,LB,2,2
Aves,GH,LB,1,1
Aves,GR,LB,1,1
Aves,IQ,LB,342,19
Aves,IR,LB,5,3
Aves,JO,LB,6364,143
Aves,KW,LB,40703,1205
Aves,ML,LB,136,14
Aves,MV,LB,1752,74
Aves,NG,LB,1,1
Aves,NO,LB,1,1
Aves,OM,LB,30407,979
Aves,PH,LB,1,1
Aves,PK,LB,6015,47
Aves,QA,LB,5994,156
Aves,RU,LB,11,2
Aves,SA,LB,3466,25
Aves,SG,LB,1597,75
Aves,TH,LB,152,6
Aves,TR,LB,26130,23
Aves,UA,LB,1,1
Aves,US,LB,9,9
Aves,XX,LB,1447,44
Aves,NA,LB,80,1
Aves,DE,LC,28,19
Aves,CA,LK,6,6
Aves,CZ,LK,11,3
Aves,HK,LK,58,20
Aves,ID,LK,712,14
Aves,LT,LK,1,1
Aves,MV,LK,3369,113
Aves,RU,LK,4,1
Aves,SG,LK,1991,99
Aves,TH,LK,29,9
Aves,CA,LT,4,4
Aves,CH,LV,2,2
Aves,CN,LV,13,1
Aves,IL,LV,4,2
Aves,RU,LV,3,3
Aves,SG,LV,2,1
Aves,UA,LV,9,6
Aves,XX,LV,5,5
Aves,EG,LY,1,1
Aves,MT,LY,1,1
Aves,TR,LY,2,2
Aves,AE,MA,27245,1749
Aves,BE,MA,3,3
Aves,FR,MA,6,4
Aves,LY,MA,3,3
Aves,MR,MA,2929,5
Aves,NL,MA,1,1
Aves,RU,MA,2,2
Aves,SA,MA,157,107
Aves,FR,MC,39,13
Aves,XX,MC,3,3
Aves,UA,MD,24,18
Aves,CH,ME,1,1
Aves,AM,MG,500,1
Aves,BD,MG,2100,3
Aves,HK,MG,200,4
Aves,IQ,MG,1000,1
Aves,JO,MG,1174,2
Aves,JP,MG,800,7
Aves,MV,MG,416,1
Aves,MZ,MG,100,1
Aves,PK,MG,1417,4
Aves,TH,MG,100,1
Aves,RU,MK,4,1
Aves,AM,ML,310,3
Aves,BD,ML,943,10
Aves,CN,ML,5153,53
Aves,CY,ML,500,1
Aves,ET,ML,4,1
Aves,FR,ML,1,1
Aves,HK,ML,3168,41
Aves,ID,ML,30,1
Aves,JO,ML,100,1
Aves,KW,ML,2550,13
Aves,LB,ML,50,1
Aves,LY,ML,170,1
Aves,MY,ML,50,2
Aves,NE,ML,10,1
Aves,OM,ML,1400,3
Aves,PK,ML,300,2
Aves,RU,ML,470,3
Aves,SA,ML,250,2
Aves,SG,ML,500,1
Aves,TH,ML,308,2
Aves,TR,ML,4770,10
Aves,UZ,ML,490,4
Aves,XV,ML,80,1
Aves,JP,MM,6,1
Aves,AE,MN,199,37
Aves,BH,MN,44,8
Aves,KW,MN,30,1
Aves,QA,MN,734,177
Aves,SA,MN,124,47
Aves,US,MN,2,1
Aves,FR,MO,2,1
Aves,FR,MR,6,6
Aves,AE,MT,4,2
Aves,CH,MT,120,27
Aves,JO,MT,210,15
Aves,RS,MT,2,2
Aves,SA,MT,200,1
Aves,FR,MU,2,2
Aves,ES,MV,2,2
Aves,ZA,MW,1,1
Aves,AO,MX,2,1
Aves,BD,MX,100,3
Aves,BR,MX,20,17
Aves,CZ,MX,8,1
Aves,EC,MX,1,1
Aves,ES,MX,1,1
Aves,IN,MX,85,12
Aves,US,MX,123,75
Aves,AE,MY,2697,76
Aves,BD,MY,260,4
Aves,BN,MY,12,3
Aves,CH,MY,2,2
Aves,CN,MY,65,4
Aves,CZ,MY,1,1
Aves,EG,MY,1,1
Aves,ID,MY,13658,27
Aves,IR,MY,1,1
Aves,JP,MY,370,55
Aves,KW,MY,276,11
Aves,MV,MY,8,5
Aves,PL,MY,2,2
Aves,SA,MY,10,8
Aves,SG,MY,2,2
Aves,TH,MY,2,2
Aves,TR,MY,36,4
Aves,US,MY,1,1
Aves,KW,MZ,184,10
Aves,MV,MZ,28,8
Aves,NL,MZ,1,1
Aves,OM,MZ,304,6
Aves,PT,MZ,7,7
Aves,XX,MZ,3,3
Aves,BD,NE,318,15
Aves,BE,NE,10,2
Aves,BF,NE,43,11
Aves,BJ,NE,123,12
Aves,CI,NE,36,8
Aves,CN,NE,55,11
Aves,CZ,NE,2,2
Aves,FR,NE,1,1
Aves,GN,NE,5,2
Aves,IN,NE,90,3
Aves,LY,NE,7,4
Aves,ML,NE,225,17
Aves,MR,NE,4,1
Aves,NG,NE,83,2
Aves,QA,NE,17,1
Aves,SN,NE,88,16
Aves,TD,NE,6,3
Aves,TG,NE,26,4
Aves,TN,NE,3,2
Aves,US,NE,40,1
Aves,XX,NE,31,1
Aves,BD,NG,80,4
Aves,KW,NG,110,4
Aves,NE,NG,153,11
Aves,US,NI,1,1
Aves,AE,NL,4073,475
Aves,AO,NL,66,12
Aves,AW,NL,1656,167
Aves,BD,NL,12386,931
Aves,BH,NL,2087,150
Aves,BM,NL,73,5
Aves,BQ,NL,4,4
Aves,CA,NL,2408,200
Aves,CH,NL,174,71
Aves,CN,NL,58,49
Aves,CW,NL,753,145
Aves,EG,NL,3354,54
Aves,GE,NL,15,9
Aves,GH,NL,612,28
Aves,GT,NL,625,141
Aves,ID,NL,9307,438
Aves,IM,NL,1,1
Aves,IQ,NL,7809,128
Aves,IR,NL,670,18
Aves,JO,NL,245,3
Aves,JP,NL,994,493
Aves,KR,NL,12122,958
Aves,KW,NL,912,324
Aves,LB,NL,2547,73
Aves,LK,NL,106,28
Aves,ML,NL,316,6
Aves,MV,NL,16,1
Aves,MY,NL,827,98
Aves,NO,NL,917,90
Aves,OM,NL,2164,53
Aves,PA,NL,371,85
Aves,PH,NL,629,19
Aves,PK,NL,4019,201
Aves,QA,NL,1429,164
Aves,RS,NL,6,6
Aves,SA,NL,72,52
Aves,SC,NL,8,1
Aves,SG,NL,929,100
Aves,SN,NL,24,14
Aves,SR,NL,29,20
Aves,SX,NL,1190,141
Aves,TH,NL,13007,763
Aves,TN,NL,663,31
Aves,TR,NL,52,29
Aves,US,NL,169,80
Aves,UZ,NL,5007,66
Aves,VE,NL,917,117
Aves,VN,NL,334,119
Aves,XV,NL,12,12
Aves,ZA,NL,1,1
Aves,ZW,NL,35,21
Aves,AE,NO,16,12
Aves,CH,NO,60,8
Aves,CZ,NO,10,2
Aves,DE,NO,27,9
Aves,DK,NO,14,11
Aves,ES,NO,60,5
Aves,IE,NO,128,6
Aves,IT,NO,1,1
Aves,NL,NO,35,10
Aves,PH,NO,16,4
Aves,RU,NO,1,1
Aves,SE,NO,31,31
Aves,UA,NO,2,1
Aves,US,NO,2,2
Aves,AU,NZ,23,21
Aves,CA,NZ,124,10
Aves,JP,NZ,562,71
Aves,KR,NZ,232,28
Aves,PH,NZ,16,4
Aves,SG,NZ,26,6
Aves,TW,NZ,217,16
Aves,AE,OM,4310,98
Aves,BD,OM,100,1
Aves,BH,OM,13788,510
Aves,DE,OM,2,2
Aves,ES,OM,1,1
Aves,FR,OM,1,1
Aves,GB,OM,9,9
Aves,GY,OM,45,6
Aves,JO,OM,140,6
Aves,KW,OM,661,14
Aves,LB,OM,1,1
Aves,PH,OM,30,1
Aves,PK,OM,472,8
Aves,QA,OM,11,4
Aves,RU,OM,45,3
Aves,SA,OM,268,7
Aves,CL,PA,1,1
Aves,CY,PA,19,7
Aves,DE,PA,3,2
Aves,ES,PA,24,9
Aves,GT,PA,2,2
Aves,IT,PA,4,4
Aves,NI,PA,1,1
Aves,US,PA,6,4
Aves,ZA,PA,2,2
Aves,BD,PE,4,4
Aves,BR,PE,1,1
Aves,CL,PE,16,16
Aves,CN,PE,16,8
Aves,EC,PE,11,11
Aves,GB,PE,2,2
Aves,ID,PE,12,12
Aves,LB,PE,1,1
Aves,MX,PE,26,10
Aves,PY,PE,6,4
Aves,US,PE,14,8
Aves,AE,PH,4841,54
Aves,AF,PH,750,3
Aves,BD,PH,3827,27
Aves,BN,PH,3,3
Aves,CN,PH,149,6
Aves,CZ,PH,80,5
Aves,DE,PH,559,220
Aves,EG,PH,36,2
